startphrase,ending1,ending2,labels,x,y,z
Books in my friend's house are like a library,There are many books in my friend's house,The book at my friend's house is one or less.,0,Books in my friend 's house,are like,a library
Books in my friend's house are like the number of parents and orphans.,There are many books in my friend's house,The book at my friend's house is one or less.,1,Books in my friend 's house,are like,the number of parents and orphans
Riding an economy train is like sitting on a board seat,Riding the economy train is not fun,Ride the economic train.,0,a board seat,,an economy train
Riding the economy train is like sitting on a foam sofa.,Riding the economy train is not fun,Ride the economic train.,1,a foam sofa,,the economy train
The size of your feet is like a giant,Your foot size is big,Your foot size is small.,0,The size of your feet,is like,a giant
The size of your feet is like a midget.,Your foot size is big,Your foot size is small.,1,The size of your feet,is like,a midget
Your English is as good as white people,Your English is fluent,Your English is bad.,0,Your English,is as good as,white people
Your English is as good as a child learning to speak.,Your English is fluent,Your English is bad.,1,Your English,is as good as,a child learning to speak
My grandmother's story is like the story of mangoes in the cinema,My grandmother's story is full and good,My grandmother's story is battered.,0,My grandmother 's story,is like,the story of mangoes in the cinema
My grandmother's story is like a story that makes you fall asleep.,My grandmother's story is full and good,My grandmother's story is battered.,1,My grandmother 's story,is like,a story that makes you fall asleep
Cooking oil is now the price of a house,Cooking oil is expensive now,Cooking oil is cheap now.,0,Cooking oil,is now the price of,a house
Cooking oil is now worth peanuts.,Cooking oil is expensive now,Cooking oil is cheap now.,1,Cooking oil,is now,worth peanuts
Well water is now the cost of coffee water,Well water is now murky,The well water is now clear.,0,water,is now the cost of,coffee water
Well water is now the cost of aqua water.,Well water is now murky,The well water is now clear.,1,water,is now the cost of,aqua water
Hearing your story is like a dream falling on a cliff,Hearing your story is shocking,Hearing your story is a pleasure.,0,a dream falling on a cliff,a dream falling on,a cliff
Listening to your story is like a dream to ride a ferrari.,Hearing your story is shocking,Hearing your story is a pleasure.,1,your story,is like,a dream to ride a ferrari
Life without science is like walking without a purpose,Life without science is not clear,Life has no clear science.,0,Life without science,is like walking without,a purpose
Life has no science like walking along the road with many lights.,Life without science is not clear,Life has no clear science.,1,Life,has no science like walking along,the road with many lights
The father's question is about the cost of the compass,The father's question is high quality and difficult,The father's question is not good.,0,The father 's question,is about,the cost of the compass
The father's question is like a child's question.,The father's question is high quality and difficult,The father's question is not good.,1,The father 's question,is like,a child 's question
If you are studying why are your eyes like you haven't slept for 3 days,If you are learning why the eyes are sleepy,If you are learning why the eyes are stars.,0,you,are studying why are your eyes like you have n't slept for,3 days
If you are learning why the eyes are like a crab eating a young mango.,If you are learning why the eyes are sleepy,If you are learning why the eyes are stars.,1,you,are learning why the eyes are like,a crab eating a young mango
Why is it that the uniform can't be ironed yet?,Why is the uniform so risky?,Why is the uniform so slippery?,0,it,that,the uniform
Why do those uniforms look like clothes from the laundry?,Why is the uniform so risky?,Why is the uniform so slippery?,1,those uniforms,look like,clothes from the laundry
My life is like old tv,My life is black and white and monotonous,My life has many colors.,0,My life,is like,old tv
My life is like TV nowadays.,My life is black and white and monotonous,My life has many colors.,1,My life,is like,TV
The neighbor's hunting is as big as a football field,The hunt is wide,Hurry up.,0,The neighbor 's hunting,is as big as,a football field
The neighbor's house is as big as a train toilet.,The hunt is wide,Hurry up.,1,The neighbor 's house,is as big as,a train toilet
My brother's picture is as good as the picture that won 100 points,My brother's picture is good,My brother's picture is battered.,0,My brother 's picture,is as good as,the picture that won 100 points
My brother's picture is as good as the picture that won the grade F.,My brother's picture is good,My brother's picture is battered.,1,My brother 's picture,is as good as,the picture that won the grade F.
Chatting with him is like talking while being picked up by a taxi driver,Chat with him is not clear,Chat with him is clear.,0,him,is like talking while being picked up by,a taxi driver
Chatting with him is like a teacher explaining in class.,Chat with him is not clear,Chat with him is clear.,1,him,is like,a teacher explaining in class
The child's writing is like chicken claws,The child's writing is random,The child's writing is neat.,0,The child 's writing,is like,chicken claws
The child's writing looks like a print.,The child's writing is random,The child's writing is neat.,1,The child 's writing,looks like,a print
Religious knowledge is like a bright flashlight to navigate the road at night,Religious science shines and guides,Dark religious science.,0,Religious knowledge,is like,a bright flashlight to navigate the road at night
Religious science is like a storehouse that has no filling.,Religious science shines and guides,Dark religious science.,1,Religious science,is like,a storehouse that has no filling
Padjajaran field is the cost of the world cup football field,Padjajaran field is good and tidy,Padjajaran field battered and messy.,0,Padjajaran field,is the cost of,the world cup football field
Field Padjajaran kos field in the stable.,Padjajaran field is good and tidy,Padjajaran field battered and messy.,1,,,
Dieng water is like ice water,Dieng water is cold,Dieng water is hot.,0,Dieng water,is like,ice water
Dieng water is like thermos water.,Dieng water is cold,Dieng water is hot.,1,Dieng water,is like,thermos water
Holding the baby overnight is like a person who wants to move,There is a lot to carry overnight,Holding the baby all night is not there.,0,a person who wants to move,is like a person,who
Carrying the baby all night is like a person who doesn't have a rose.,There is a lot to carry overnight,Holding the baby all night is not there.,1,a person who does n't have a rose,,who
My friend rose like a pilgrim,My friend's rose is closed,My friend's rose is open.,0,My friend,rose like,a pilgrim
My friend rose like a woman who is about to marry.,My friend's rose is closed,My friend's rose is open.,1,My friend,rose like,a woman who is about to marry
I wish I was as big as a truck,I have many wishes,My wish is small.,0,I,wish I was as big as,a truck
My wish is as big as indomaret.,I have many wishes,My wish is small.,1,My wish,is as big as,indomaret
Today's cuisine is like five-star hotel cuisine,Today's dishes are very tasty,Today's dishes are not tasty.,0,Today 's cuisine,is like,five - star hotel cuisine
Today's dishes are like the rest of last week's dishes.,Today's dishes are very tasty,Today's dishes are not tasty.,1,Today 's dishes,are like,the rest of last week 's dishes
The glass in my room is as big as a mirror,The glass in my room is small,The glass in my room is big.,0,The glass in my room,is as big as,a mirror
The glass in my room is as big as a three-door wardrobe.,The glass in my room is small,The glass in my room is big.,1,The glass in my room,is as big as,a three - door wardrobe
The aquarium of this hotel is as big as sea world,This hotel's aquarium is huge,The hotel's aquarium is small.,0,The aquarium of this hotel,is as big as,sea world
The hotel's aquarium is as big as a cake.,This hotel's aquarium is huge,The hotel's aquarium is small.,1,The hotel 's aquarium,is as big as,a cake
The flowers you give are like the fragrance of a good night,The flowers of your giving are fragrant,The flowers of your giving are warm.,0,The flowers you give,are like,the fragrance of a good night
The flowers you give are like a strong fragrance.,The flowers of your giving are fragrant,The flowers of your giving are warm.,1,The flowers you give,are like,a strong fragrance
"If you are a person, don't always be angry","If you are a person, don't use a razor","If you are a person, don't be pessimistic.",0,you,"are a person , do n't always be",angry
"If you are a person, don't be short-tempered.","If you are a person, don't use a razor","If you are a person, don't be pessimistic.",1,you,"are a person , do n't be",short - tempered
Your offer is like a rain of money,Your offer is pleasing,Your offer is pathetic.,0,Your offer,is like,a rain of money
Your offer is like hail.,Your offer is pleasing,Your offer is pathetic.,1,Your offer,is like,hail
Studying economics is like swimming in ice water,Studying economics is painful,Learning economics is fun.,0,ice water,,economics
Studying economics is like swimming in flowers.,Studying economics is painful,Learning economics is fun.,1,flowers,,economics
This year's Prambanan Jazz event is like a sky full of landscapes,This year's Prambanan Jazz event is lively,This year's Prambanan Jazz event is quiet.,0,This year 's Prambanan Jazz event,is like,a sky full of landscapes
This year's Prambanan Jazz event is like the night sky without a landscape.,This year's Prambanan Jazz event is lively,This year's Prambanan Jazz event is quiet.,1,This year 's Prambanan Jazz event,is like the night sky without,a landscape
That brand of tissue is as good as a baby blanket,That brand of tissue is good,That brand of tissue is rough.,0,That brand of tissue,is as good as,a baby blanket
That brand of tissue is as good as a sack of rice.,That brand of tissue is good,That brand of tissue is rough.,1,That brand of tissue,is as good as,a sack of rice
"Don't use that set lip, make your lips crack","Don't use lipstick, make your lips dry","Don't use lipstick, make your lips moist.",0,your lips,,that set lip
"Don't use lip liner, make your lips dewy.","Don't use lipstick, make your lips dry","Don't use lipstick, make your lips moist.",1,lip liner,", make",your lips dewy
The president's speech is like water on the leaves of the talleus,The president's speech is repeated,The president's speech is steady.,0,The president 's speech,is like,water on the leaves of the talleus
The president's speech is like a kabah building.,The president's speech is repeated,The president's speech is steady.,1,The president 's speech,is like,a kabah building
The quality of new luggage is the cost of someone else's,The quality of the new luggage is good,The quality of the new luggage is good.,0,The quality of new luggage,is the cost of,someone else 's
The quality of new luggage is the cost of dior luggage.,The quality of the new luggage is good,The quality of the new luggage is good.,1,The quality of new luggage,is the cost of,dior luggage
Listening to Yura Yunita's song is like being loved,Listening to Yura Yunita's song soothes,Listening to Yura Yunita's song is disturbing.,0,,,
Listening to Yura Yunita's song is like thunder rain.,Listening to Yura Yunita's song soothes,Listening to Yura Yunita's song is disturbing.,1,Yura Yunita 's song,is like,thunder rain
Mama's shampoo made her hair look like it was from a salon,Mama's shampoo makes my hair good,Mom's shampoo made my hair rough.,0,Mama 's shampoo,made her hair look like it was from,a salon
Mama's shampoo made her hair look like an electric shock.,Mama's shampoo makes my hair good,Mom's shampoo made my hair rough.,1,Mama 's shampoo,made her hair look like,an electric shock
My office in Bandung is like a building in the middle of a garden,My office in Bandung is cool and beautiful,My office in Bandung is hot and barren.,0,My office in Bandung,is like,a building in the middle of a garden
My office in Bandung is like a building in the middle of the savannah.,My office in Bandung is cool and beautiful,My office in Bandung is hot and barren.,1,My office in Bandung,is like,a building in the middle of the savannah
The height of the crow's work is as high as Mount Merapi,Go to the work of the tall man,Go to the work of the short man.,0,The height of the crow 's work,is as high as,Mount Merapi
The height of the crow's work is as tall as a folding table.,Go to the work of the tall man,Go to the work of the short man.,1,The height of the crow 's work,is as tall as,a folding table
School books are now just like newspapers,School books are now thin,School books are now thick.,0,School books,are now just like,newspapers
Today's school books are like world encyclopedias.,School books are now thin,School books are now thick.,1,Today 's school books,are like,world encyclopedias
Today's weather is like a sad sky,Today's weather is rainy,Today's weather is sunny.,0,Today 's weather,is like,a sad sky
The weather today is like a happy sky.,Today's weather is rainy,Today's weather is sunny.,1,The weather,today is like,a happy sky
The cost of electricity is getting more and more expensive,The cost of electricity is increasing now,The cost of electricity is getting lower and lower.,0,The cost of electricity,,electricity
The cost of electricity is getting more and more expensive.,The cost of electricity is increasing now,The cost of electricity is getting lower and lower.,1,The cost of electricity,,electricity
The new carpet is the color of candy,The new carpet is bright in color,The new carpet is dark in color.,0,The new carpet,is the color of,candy
The new carpet is charcoal in color.,The new carpet is bright in color,The new carpet is dark in color.,1,The new carpet,is charcoal in,color
Working without knowledge is like fishing without bait,Work without knowledge is difficult,Work without knowledge is easy.,0,Working without knowledge,is like fishing without,bait
Working without knowledge is like catching fish in an aquarium using a net.,Work without knowledge is difficult,Work without knowledge is easy.,1,Working without knowledge,is like catching fish in,an aquarium using a net
Your wedding photos are like an award-winning mango poster,Your wedding photos are aesthetic,Your wedding photos are not aesthetic.,0,Your wedding photos,are like,an award - winning mango poster
Your wedding photos are like photos in a gold shop calendar.,Your wedding photos are aesthetic,Your wedding photos are not aesthetic.,1,Your wedding photos,are like,photos in a gold shop calendar
The price of towels in this shop is the same as sugar flowers in the shop,The price of towels in this store is cheap,The price of towels in this store is cash.,0,The price of towels in this shop,is the same as,sugar flowers in the shop
The price of towels in this store is the same as that of a house in an elite complex.,The price of towels in this store is cheap,The price of towels in this store is cash.,1,The price of towels in this store,is the same as,that of a house in an elite complex
The new Totoya design is like a car from the future,The new Toyota design is cool and sophisticated,New Toyota design.,0,The new Totoya design,is like,a car from the future
The new Totoya design is like a toy car.,The new Toyota design is cool and sophisticated,New Toyota design.,1,The new Totoya design,is like,a toy car
Climbing Mount Sumbing is like climbing a mountain with roller skates,Climbing Mount Sumbing is difficult,Climbing Mount Sumbing is easy.,0,Climbing Mount Sumbing,is like climbing a mountain with,roller skates
Climbing Mount Sumbing is like climbing a mountain with a porter.,Climbing Mount Sumbing is difficult,Climbing Mount Sumbing is easy.,1,Climbing Mount Sumbing,is like climbing a mountain with,a porter
"I'm a fish in the house, the battery is as big as motorcycle luggage",I am a small fish in the earth,I am a fish on earth.,0,I,"'m a fish in the house , the battery is as big as",motorcycle luggage
I'm a fish in the earth as big as an airplane garage.,I am a small fish in the earth,I am a fish on earth.,1,I,'m a fish in the earth as big as,an airplane garage
A friendly group when there are many people like the house next to the railroad tracks,A friendly group if there are a lot of people crowded together,A friendly group when there are many people who are quiet and silent.,0,the house,next to,the railroad tracks
A friendly group when there are many people is like a house in the middle of the forest.,A friendly group if there are a lot of people crowded together,A friendly group when there are many people who are quiet and silent.,1,A friendly group when there are many people,is like,a house in the middle of the forest
"In class X IPS, there is no teacher like the child has not been given to breastfeed","In class X IPS, there is no teacher",There is no Jempling teacher in class X IPS.,0,class X IPS,", there is no teacher like",the child
In class X IPS there is no teacher like children in the library.,"In class X IPS, there is no teacher",There is no Jempling teacher in class X IPS.,1,class X IPS,there is no teacher like,children in the library
Showing shoes is like borrowing shoes,Show shoes are not good,Show off shoes.,0,borrowing shoes,,shoes
The show shoes are like Cinderella's glass shoes.,Show shoes are not good,Show off shoes.,1,The show shoes,are like,Cinderella 's glass shoes
The closet in the room is as old as the Kaaba,The wardrobe in the room is also big,The closet in the room is old and small.,0,The closet in the room,is as old as,the Kaaba
The closet in the room is as big as the trunk of a sedan car.,The wardrobe in the room is also big,The closet in the room is old and small.,1,The closet in the room,is as big as,the trunk of a sedan car
This painting is like da Vinci's work,This painting is good,This painting is battered.,0,This painting,is like,da Vinci 's work
This painting is like the work of a child who is learning to draw.,This painting is good,This painting is battered.,1,This painting,is like,the work of a child who is learning to draw
A bottle of water is the cost of a water tower,The water bottle is huge,The water bottle is very small.,0,A bottle of water,is the cost of,a water tower
A bottle of water is the cost of a child's glass.,The water bottle is huge,The water bottle is very small.,1,A bottle of water,is the cost of,a child 's glass
Living in my friend's house is like a fish,Jolang at my friend's house is big,Jolang at my friend's house when I was little.,0,my friend 's house,is like,a fish
Jolang in my friend's house is like a dipper.,Jolang at my friend's house is big,Jolang at my friend's house when I was little.,1,Jolang in my friend 's house,is like,a dipper
The rice in this shop is like a good rice,The allowance in this shop is full,The rice in this shop is dry.,0,The rice in this shop,is like,a good rice
The rice in this shop is like persistent.,The allowance in this shop is full,The rice in this shop is dry.,1,The rice in this shop,is like,persistent
The paint in your house makes the house look like a house without lights,Paint your house to make it dark,Paint your house to make your house bright.,0,The paint in your house,makes the house look like,a house without lights
The paint in your house is like a dangdut academy stage.,Paint your house to make it dark,Paint your house to make your house bright.,1,The paint in your house,is like,a dangdut academy stage
Martabak Mang Idoy is like a fish surrounded by flies,Martabak Mang Idoy sold,Martabak Mang Idoy is not for sale.,0,Martabak Mang Idoy,is like,a fish surrounded by flies
Martabak Mang Idoy is like gold whose price rises.,Martabak Mang Idoy sold,Martabak Mang Idoy is not for sale.,1,Martabak Mang Idoy,is like,gold whose price rises
Susi tea acne why more and more people get smallpox,Susi's acne is getting more and more severe,Susi's acne is getting cleaner.,0,more and more people,get,smallpox
Tea Susi's acne is getting worse because of the results of the doctor's treatment.,Susi's acne is getting more and more severe,Susi's acne is getting cleaner.,1,Tea Susi 's acne,is getting worse because of,the results of the doctor 's treatment
The sea in Sukabumi is like a class that gets a picket,The sea in Sukabumi is clean,Sea in Sukabumi bala.,0,The sea in Sukabumi,is like,a class that gets a picket
The sea in Sukabumi is like a former concert field.,The sea in Sukabumi is clean,Sea in Sukabumi bala.,1,The sea in Sukabumi,is like,a former concert field
Twitter nowadays is more like a klontong shop,Twitter nowadays is getting crowded,Twitter nowadays is more and more silent.,0,Twitter,nowadays is more like,a klontong shop
Today's Twitter is more and more like a meatball shop at 12 noon during the month of fasting.,Twitter nowadays is getting crowded,Twitter nowadays is more and more silent.,1,Today 's Twitter,is more and more like a meatball shop at 12 noon during,the month of fasting
The fragrance of this room makes you want to vomit,The air freshener in this room smells,This room freshener smells good.,0,The fragrance of this room,makes,you
The fragrance of this room is made like in a flower garden.,The air freshener in this room smells,This room freshener smells good.,1,The fragrance of this room,is made like in,a flower garden
The price of renting a car here is the cost of Umrah,The price of car rental here is cash,Car rental prices here are cheap.,0,The price of renting a car here,is the cost of,Umrah
The price of renting a car here is the same as the cost of a rickshaw ride.,The price of car rental here is cash,Car rental prices here are cheap.,1,The price of renting a car here,is the same as,the cost of a rickshaw ride
Si Joko's teeth are like a golkar uniform,Joko's teeth are yellow,Si Joko's teeth are white.,0,Si Joko 's teeth,are like,a golkar uniform
Si Joko's teeth are like Eid.,Joko's teeth are yellow,Si Joko's teeth are white.,1,Si Joko 's teeth,are like,Eid
She makes money like breathing,She makes money easily,She makes money very hard.,0,She,makes money like,breathing
She earns money like looking for water in the desert.,She makes money easily,She makes money very hard.,1,She,earns money like looking for water in,the desert
That student is a shrimp brain,That student is an idiot,That student is smart.,0,That student,is,a shrimp brain
That student is like a deer.,That student is an idiot,That student is smart.,1,That student,is like,a deer
His lips uttered words like chili,His lips uttered words that hurt his heart,His lips uttered words of joy.,0,His lips,uttered words like,chili
His lips spoke sweet words like sugar.,His lips uttered words that hurt his heart,His lips uttered words of joy.,1,His lips,spoke sweet words like,sugar
She went on vacation with an iron horse,She went on vacation with a motorcycle,She went on vacation by plane.,0,She,went on,vacation with an iron horse
She went on vacation with an iron bird.,She went on vacation with a motorcycle,She went on vacation by plane.,1,She,went on,vacation with an iron bird
His voice was heard like the chirping of a bird,His voice was heard,His voice sounded disturbing.,0,His voice,was heard like,the chirping of a bird
His voice sounded like a dog barking.,His voice was heard,His voice sounded disturbing.,1,His voice,sounded like,a dog
At work manenha becomes a golden boy,At work manenha to be excellent,"At work, you become a person who is blamed.",0,work manenha,becomes,a golden boy
At work manenha becomes a black goat.,At work manenha to be excellent,"At work, you become a person who is blamed.",1,work manenha,becomes,a black goat
"His friends said, he is a stone-headed person","His friends said, he is a stubborn person","His friends said, he is a person who understands.",0,His friends,"said ,",he
"His friends said, he is a cold-headed person.","His friends said, he is a stubborn person","His friends said, he is a person who understands.",1,His friends,"said ,",he
She is a cold person,She is a person who can do anything,She is a person who can't do anything.,0,She,is,a cold person
She is a hot person.,She is a person who can do anything,She is a person who can't do anything.,1,She,is,a hot person
She appeared like a star in the sky,She appeared confident,She looks like she doesn't have confidence.,0,She,appeared like,a star in the sky
She appeared like an ant on the ground.,She appeared confident,She looks like she doesn't have confidence.,1,She,appeared like,an ant on the ground
In that race he is like the star of the field,In that race he is like an idol,"In that race, he was like a person who was not counted.",0,that race,he is like,the star of the field
In that race he was like a black horse.,In that race he is like an idol,"In that race, he was like a person who was not counted.",1,that race,he was like,a black horse
She is a person whose heart is like a field,She is a person who has a big heart,She is a narrow-minded person.,0,She,is a person whose heart is like,a field
She is a person whose heart is like a room.,She is a person who has a big heart,She is a narrow-minded person.,1,She,is a person whose heart is like,a room
The work done by him using the legs and arms of others,The work done by him is done by others,The work done by him using his own efforts.,0,him,using the legs and arms of,others
The work he did with his own hands.,The work done by him is done by others,The work done by him using his own efforts.,1,he,work he did with,his own hands
That man is like a knight,That man seems very good,That man seems very evil.,0,That man,is like,a knight
That man is like a witch.,That man seems very good,That man seems very evil.,1,That man,is like,a witch
She is a warm-hearted leader,She is a leader who defines,She is a leader who does not define.,0,She,is,a warm - hearted leader
She is a leader who is cold hearted.,She is a leader who defines,She is a leader who does not define.,1,She,is a leader,who
That boy is honest,That boy is good,That boy is arrogant.,0,That boy,is,honest
That boy has a big mouth.,That boy is good,That boy is arrogant.,1,That boy,has,a big mouth
Ushana during the pandemic is like a toll road,The business during the pandemic seems to be very smooth,Business during the pandemic seems to be very difficult.,0,Ushana during the pandemic,is like,a toll road
Ushana during the pandemic is like the way of a tortoise.,The business during the pandemic seems to be very smooth,Business during the pandemic seems to be very difficult.,1,Ushana during the pandemic,is like,the way of a tortoise
That person is like a thick book,That person is like a scholar,Those people don't seem to understand anything.,0,That person,is like,a thick book
Those people are like blank paper.,That person is like a scholar,Those people don't seem to understand anything.,1,Those people,are like,blank paper
She felt like a little king,She felt like she had power,She felt like she had no power.,0,She,felt like,a little king
She feels like the trash of society.,She felt like she had power,She felt like she had no power.,1,She,feels like,the trash of society
"If necessary, he is happy to drop his arm","If needed, he is happy to help","If necessary, he is happy to stay.",0,he,is,happy to drop his arm
"If necessary, he is happy to give a hug.","If needed, he is happy to help","If necessary, he is happy to stay.",1,he,is,happy to give a hug
The artist is on the rise,The artist is famous,The artist is having a problem.,0,The artist,is on,the rise
The artist is falling into the abyss.,The artist is famous,The artist is having a problem.,1,The artist,is falling into,the abyss
His words are like flowers,The words are like beautiful,His words are like heartache.,0,His words,are like,flowers
His words were full of thorns.,The words are like beautiful,His words are like heartache.,1,His words,were full of,thorns
"Neighbors said, he has a thick face","The neighbor said, he is good","The neighbor said, he is stingy.",0,Neighbors,"said ,",he
"Neighbors said, he is small-hearted.","The neighbor said, he is good","The neighbor said, he is stingy.",1,Neighbors,"said ,",he
My friend is a light-handed person,My friends are people who are happy to give,My friend is a pained person.,0,My friend,is,a light - handed person
My friend is a person with long arms.,My friends are people who are happy to give,My friend is a pained person.,1,My friend,is a person with,long arms
His face looked like sunshine,His face looked like he was happy,His face looked like a lot of trouble.,0,His face,looked like,sunshine
His face looked like a dark night.,His face looked like he was happy,His face looked like a lot of trouble.,1,His face,looked like,a dark night
She is a bookworm,She is a happy reader,She is a talker.,0,She,is,a bookworm
She is an empty barrel.,She is a happy reader,She is a talker.,1,She,is,an empty barrel
His energy is like a bear,His energy seems to be very strong,His energy is weak.,0,His energy,is like,a bear
His energy is like an ant.,His energy seems to be very strong,His energy is weak.,1,His energy,is like,an ant
Human heart is sometimes like a field,Human hearts are sometimes wide,Human hearts are sometimes very high.,0,Human heart,is sometimes like,a field
Human hearts are sometimes like the sky.,Human hearts are sometimes wide,Human hearts are sometimes very high.,1,Human hearts,are sometimes like,the sky
That boy is my backbone,That one boy is excellent,That one boy is a problem.,0,That boy,is,my backbone
That one child is the burden of the family.,That one boy is excellent,That one boy is a problem.,1,That one child,is the burden of,the family
His appearance is considered the star of the field,His appearance is like an idol,His appearance is not considered.,0,His appearance,is considered the star of,the field
His appearance is considered one sided.,His appearance is like an idol,His appearance is not considered.,1,His appearance,is considered,one
His family is blue blood,His family is noble,His family is ordinary people.,0,His family,is,blue blood
His family is the blood of the people.,His family is noble,His family is ordinary people.,1,His family,is the blood of,the people
His eyes are like eagles,His eyes are sharp,His eyes are ugly.,0,His eyes,are like,eagles
His eyes are like a mouse.,His eyes are sharp,His eyes are ugly.,1,His eyes,are like,a mouse
His voice was like the roar of a lion,The sound is very big,His voice is small.,0,His voice,was like,the roar of a lion
It sounded like a bird chirping.,The sound is very big,His voice is small.,1,It,sounded like,a bird
He managed to get a job from a boner,He managed to get a job from his own business,He managed to get a job from another person.,0,He,managed to get a job from,a boner
He managed to get a job from a nobleman.,He managed to get a job from his own business,He managed to get a job from another person.,1,He,managed to get a job from,a nobleman
His mouth was open,His mouth seems to speak easily,His mouth seems hard to speak.,0,His mouth,was,open
His mouth was heavy.,His mouth seems to speak easily,His mouth seems hard to speak.,1,His mouth,was,heavy
"In class, he is a light headed student","In class, he is a smart student","In class, he is a stupid student.",0,class,",",he
"In class, he is a heavy-headed student.","In class, he is a smart student","In class, he is a stupid student.",1,class,",",he
This city feels like home,This city feels like comfortable,This city feels uncomfortable.,0,This city,feels like,home
This city feels like a prison.,This city feels like comfortable,This city feels uncomfortable.,1,This city,feels like,a prison
When asked he opened his mouth,When asked he said,When asked he pretended not to know.,0,he,opened,his mouth
When asked he closed his eyes.,When asked he said,When asked he pretended not to know.,1,he,closed,his eyes
In this world there are people who are like angels,There are very good people in this world,There are very bad people in this world.,0,this world,there are people who are like,angels
In this world there are people who are like devils.,There are very good people in this world,There are very bad people in this world.,1,this world,there are people who are like,devils
The food of the restaurant tastes like food in the palace,The restaurant's food is delicious,The food in that restaurant tastes like the food in the restaurant does not taste anything.,0,The food of the restaurant,tastes like food in,the palace
The restaurant's food tastes like hospital food.,The restaurant's food is delicious,The food in that restaurant tastes like the food in the restaurant does not taste anything.,1,The restaurant 's food,tastes like,hospital food
His heart is really as wide as the ocean,His heart is really good,His heart is really evil.,0,His heart,is really as wide as,the ocean
His heart is really hard like a rock.,His heart is really good,His heart is really evil.,1,His heart,is really hard like,a rock
She asked a question that was as sharp as a knife,She asked an important question,She asked a question that came from saying.,0,She,asked a question that was as sharp as,a knife
She asked a question that was as shallow as a drain.,She asked an important question,She asked a question that came from saying.,1,She,asked a question that was as shallow as,a drain
The house feels like a palace,The house feels like it's comfortable,The house feels like it's not good.,0,The house,feels like,a palace
The house felt like a prison.,The house feels like it's comfortable,The house feels like it's not good.,1,The house,felt like,a prison
She completed her task with a thousand steps,She completed her task quickly,She completed her task with a long time.,0,She,completed her task with,a thousand steps
She completed her task with a turtle step.,She completed her task quickly,She completed her task with a long time.,1,She,completed her task with,a turtle step
She saw her reflection in the mirror like a king's daughter,She saw her reflection in the mirror as very beautiful,She saw her reflection in the mirror as usual.,0,She,saw her reflection in,the mirror like a king 's daughter
She saw her reflection in the mirror like a normal person.,She saw her reflection in the mirror as very beautiful,She saw her reflection in the mirror as usual.,1,She,saw her reflection in,the mirror like a normal person
The work feels like the colors of the rainbow,The work feels like it's delicious,The work feels like it's not good.,0,The work,feels like,the colors of the rainbow
His work felt like stepping on a nail.,The work feels like it's delicious,The work feels like it's not good.,1,His work,felt like stepping on,a nail
His jumps in the game are like jumping squirrels,Jumping in the game seems easy,Jumping in the game seems difficult.,0,His jumps in the game,are like,jumping squirrels
His jump in the game is like a buffalo jump.,Jumping in the game seems easy,Jumping in the game seems difficult.,1,His jump in the game,is like,a buffalo jump
The business that he does is like climbing the stairs,Business that he did like easy,The business that he does is like difficult.,0,The business that he does,,he
The business that he does is like climbing a hill.,Business that he did like easy,The business that he does is like difficult.,1,The business that he does,,he
Today she woke up with a radiant face,Today she woke up with a happy face,This day he woke up with a face with many problems.,0,she,woke up with,a radiant face
Today she woke up with a bent face.,Today she woke up with a happy face,This day he woke up with a face with many problems.,1,she,woke up with,a bent face
The color of her clothes looked bright as day,The color of her clothes looks happy,The color of her clothes looks unhappy.,0,The color of her clothes,looked bright as,day
The color of her clothes looked as dark as the night.,The color of her clothes looks happy,The color of her clothes looks unhappy.,1,The color of her clothes,looked as dark as,the night
His life felt like he was in heaven,Life feels good,His life is full of trials.,0,His life,felt like he was in,heaven
His life felt like hell.,Life feels good,His life is full of trials.,1,His life,felt like,hell
The air in Jakarta during the day is like the fire of hell,The weather in Jakarta is hot during the day,The weather in Jakarta is cold in the afternoon.,0,The air in Jakarta during the day,is like,the fire of hell
The air in Jakarta during the day is like frost on the leaves.,The weather in Jakarta is hot during the day,The weather in Jakarta is cold in the afternoon.,1,The air in Jakarta during the day,is like,frost on the leaves
Her face is like a flower that has just blossomed,His face looked young,His face looked old.,0,Her face,is like,a flower that has just blossomed
His face was like an old withered tree.,His face looked young,His face looked old.,1,His face,was like,an old withered tree
Memorizing college material is like carving on wood,Memorizing college material is easy,Memorizing college material is difficult.,0,Memorizing college material,is like carving on,wood
Memorizing college material is like carving in water.,Memorizing college material is easy,Memorizing college material is difficult.,1,Memorizing college material,is like carving in,water
Finding a job during Covid-19 is like licking the tip of your own nose,Finding a job is difficult,Finding a job is easy.,0,Covid-19,is like licking the tip of,your own nose
Finding a job during Covid-19 is like holding a friend's back.,Finding a job is difficult,Finding a job is easy.,1,Covid-19,is like holding,a friend 's back
Loyalty in this day and age is like looking for a Sumatran tiger,Loyalty is rare these days,"Loyalty in modern times is common, many things happen.",0,Loyalty in this day and age,is like looking for,a Sumatran tiger
Loyalty these days is like looking at broiler chickens at the market.,Loyalty is rare these days,"Loyalty in modern times is common, many things happen.",1,Loyalty these days,is like looking at broiler chickens at,the market
Selling online to get the profit is like digging for gold in Pongkor,Selling online shop has many benefits,Selling the online shop is a little profitable.,0,gold,in,Pongkor
Selling online to get the profit is like picking cherries from the ditch.,Selling online shop has many benefits,Selling the online shop is a little profitable.,1,the profit,is like picking cherries from,the ditch
