startphrase,ending1,ending2,labels,x,y,z
Adéşola is the son of an elder in Yoruba customs and practices,Adeshola has an in-depth knowledge of Yoruba customs and practices,Adéşola has a head instead,0,Adéşola,is the son of,an elder in Yoruba customs and practices
"The son of Egun, Adéşola does not know about Yoruba culture",Adeshola has an in-depth knowledge of Yoruba customs and practices,Adéşola has a head instead,1,The son of Egun,", Adéşola does not know about",Yoruba culture
Adesua hit the wall yesterday at the hospital,Adésuà gave birth to a new baby yesterday,Adesuà gave birth to a new child,0,Adesua,hit the wall yesterday at,the hospital
Adesua started getting sick yesterday at the hospital,Adésuà gave birth to a new baby yesterday,Adesuà gave birth to a new child,1,Adesua,started getting sick yesterday at,the hospital
"The day a fool is king on this land, the city will be destroyed","The day a woman is king, the city will be ruined",This city will mourn the day when a woman is king,1,a fool,"is king on this land ,",the city
The king of this country has done something unforgettable to our city,"The day a woman is king, the city will be destroyed",This city will mourn the day when a woman is king,0,The king of this country,has done something unforgettable to,our city
Robba's wife cries uncontrollably at her husband's house after 11 years of marriage,Robba's wife cried uncontrollably at her husband's house,Robba's wife was happy with the children she gave birth to,1,Robba 's wife,cries uncontrollably at her husband 's house after,11 years of marriage
Robba's wife cooked delicious food for her husband,Robba's wife cried uncontrollably at her husband's house,Robba's wife was happy with the children she gave birth to,0,Robba 's wife,cooked delicious food for,her husband
The dog gave birth to a male and a female to the sheep that gave birth this morning,The dog gave birth to a man and a woman,The dog ate the baby,0,The dog,gave birth to a male and a female to,the sheep that gave birth this morning
The dog is neither male nor female,The dog gave birth to a man and a woman,The dog ate the baby,1,The dog,is,neither male nor female
Adimula has eaten the dust from the sacrifice,Adimulah is dead,Adimulala went and stole the dust,1,Adimula,has eaten the dust from,the sacrifice
Adimula made dust for his teams,Adimulah is dead,Adimulala went and stole the dust,0,Adimula,made dust for,his teams
The blue house is the house that my father built,The house my father built was very beautiful,The house my father built has been demolished,0,The blue house,is the house that,my father
The blue house that my father built has been demolished,The house my father built was very beautiful,The house my father built has been demolished,1,The blue house that my father built,,my father
The government punished the brother who stole government money,The government killed the brother,The government took the brother to court,1,The government,punished the brother,who
The government has given the brother a lot of money.,The government killed the brother,The government took the brother to court,0,The government,has given the brother a lot of,money
My friends have finally gone to complain about what we did yesterday,My friends have gone to reveal the secret of what we did yesterday,My friends have gone to sleep,1,My friends,have finally gone to complain about what,we
My friends bought the clothes I wore yesterday,My friends have gone to reveal what we did yesterday,My friends have gone to sleep,0,My friends,bought the clothes,I
Moji baked a bag of six thousand peanuts last night before going to bed,Moji baked a lot of peanuts last night,Moji ate peanuts last night,0,Moji,baked a bag of six thousand peanuts last night before going to,bed
Moji baked six peanuts last night before going to bed,Moji baked a lot of peanuts last night,Moji ate peanuts last night,1,Moji,baked six peanuts last night before going to,bed
"However, appeal to the Almighty for all those who are prevented from entering","However, appeal to the Almighty for all those who are pregnant",But appeal to the Almighty for all the children,0,the Almighty,for,all those who are prevented from entering
But pray for all those who are prevented from entering,"However, appeal to the Almighty for all those who are pregnant",But appeal to the Almighty for all the children,1,all those who are prevented from entering,,who
Thousands worked like rainwater yesterday,Thousands worked tirelessly,Thousands of mental works,0,Thousands,worked like,rainwater
Oke did not work at all yesterday,Thousands worked tirelessly,Thousands of mental works,1,Oke,did not work,at all
Grandfather bowed after the money we made yesterday,Grandpa is dead,Grandfather looked at the new clothes,0,Grandfather,bowed after,the money we made
Grandfather sewed clothes and shoes after the money we made yesterday,Grandpa is dead,Grandfather looked at the new clothes,1,Grandfather,sewed clothes and shoes after,the money we made
"After Alake's government work, he looked for something else",Alake has another job after the government job,Sugar worked a lot yesterday,0,Alake 's government work,", he looked for",something else
"After he was arrested, he did not find a job anymore",Alake has another job after the government job,Sugar worked a lot yesterday,1,he,,he
"If Okunola's hand doesn't do it, his mouth is full of anger","If Okunola does not work, he cannot earn food","If Okunola does not work, he does not sleep",1,Okunola 's hand,"does n't do it , his mouth is full of",anger
Okunola uses his handiwork to buy food for himself,"If Okunola does not work, he cannot earn food","If Okunola does not work, he does not sleep",0,Okunola,uses his handiwork to buy food for,himself
The test that Dupé did yesterday was very difficult,The test is very difficult,The test was easy,1,The test that Dupé did yesterday,,Dupé
The test that Dupé did yesterday was not successful at all,The test is very difficult,The test was easy,0,The test that Dupé did yesterday,,Dupé
I used to watch Aníkúlápó movies,I watched Anículápó's movie many times,I watched the movie Anículápó once,0,I,used to watch,Aníkúlápó movies
The Aníkúlápó movie I watched was not fun,I watched Anículápó's movie many times,I watched the movie Anículápó once,1,The Aníkúlápó movie I watched,,I
The leaf ripens like a flower,The leaf is very ripe,The leaf is very black,0,The leaf,ripens like,a flower
That leaf has shrunk,The leaf is very ripe,The leaf is very black,1,That leaf,has,shrunk
Rónmu sounds like a rooster this morning,Ronmu was loud this morning,Rónmu cooks,1,Rónmu,sounds like,a rooster
Rónmu went to buy a rooster this morning,Ronmu was loud this morning,Rónmu cooks,0,Rónmu,went to buy,a rooster
The blade of the blade that pierced my insides,I want to eat bread and soup,The soup and the beans are bitter,0,the blade that pierced my insides,,that
The surface of the soup and the cooked beans are like washing machines,I want to eat bread and soup,The soup and the beans are bitter,1,The surface of the soup and the cooked beans,are like,washing machines
I was hungry when I woke up,He was very hungry,I have given work to the family,1,I,was hungry when,I
"I'm not hungry, I've eaten enough",He was very hungry,I have given work to the family,0,I,"'m not hungry ,",I
"Aja Tifhe took the shoes off my feet, my feet were restless",A dog loves me,Dog Love eats bones,1,Aja Tifhe,took the shoes off,my feet
I prefer not to play with Tife's dog,A dog loves me,Dog Love eats bones,0,I,prefer not to play with,Tife 's dog
Lolade took the matter to heart like a drink,Lolade was angry at the word,Lolade laughed at the words,1,Lolade,took the matter to heart like,a drink
Lolade gave a motivational speech to the students,Lolade was angry at the word,Lolade laughed at the words,0,Lolade,gave a motivational speech to,the students
The crops of this farm are crying for water,These crops need water,The crops of this field are dormant,1,The crops of this farm,are crying for,water
It has rained on the crops,These crops need water,The crops of this field are dormant,0,It,has rained on,the crops
The twins were devastated when their grandfather died,The twins cried a lot,The twins went to the market,1,The twins,were devastated when,their grandfather
The twins do not play with their father's beard,The twins cried a lot,The twins went to the market,0,The twins,do not play with,their father 's beard
It took my grandmother 20 years to wear a pair of shoes,The grandmother did not wear the shoes for long,The grandmother did not wear any shoes,0,It,took my grandmother 20 years to wear a pair of,shoes
The grandmother used a minute to put on the shoes,The grandmother did not wear the shoes for long,The grandmother did not wear any shoes,1,The grandmother,used a minute to put on,the shoes
I have been able to sleep for three years,I can sleep for a long time,I can sleep for an hour,0,I,have been able to sleep for,three years
I can breathe poison,I can sleep for a long time,I can sleep for an hour,1,I,can breathe,poison
Álamú came in like a thief last night while we were sleeping,Álamú entered quietly yesterday,Alamum really came in yesterday,0,Álamú,came in like a thief last night while,we
Alamu broke all the doors of the house before entering,Álamú entered quietly yesterday,Alamum really came in yesterday,1,Alamu,broke all the doors of,the house
Segun's father's hair was cut in the middle of his head like Sethu's hair,Father Win bald head,Segun's father's hair was very full,1,Segun 's father 's hair,was cut in,the middle of his head like Sethu 's hair
Segun's father has become the governor of Sethu,Father Win bald head,Segun's father's hair was very full,0,Segun 's father,has become the governor of,Sethu
There are many opportunities knocking at your door,It has many advantages,His privilege is limited,0,many opportunities,there are,knocking at your door
Many opportunities have opened up,It has many advantages,His privilege is limited,1,Many opportunities,have opened u,Many
A camel's lip is like a camel's lip,His lips are big,Her lips are small,1,A camel 's lip,is like,a camel 's lip
The sound they made me was very happy,His lips are big,Her lips are small,0,they,made,me
The beloved laughs like the one who has the right,The lover laughed a lot,Beloved looked,1,the one who has the right,he one,who
The lover took money from his father with a smile.,The lover laughed a lot,Beloved looked,0,The lover,took money from his father with,a smile
I want to go to the toilet in front of our house of worship,I want to go to work,I want to go eat,1,I,want to go to the toilet in,front of our house of worship
I want to go and pray in front of our church,I want to go to work,I want to go eat,0,I,want to go and pray in,front of our church
International organizations have pointed the way to President Buhari for not taking care of the citizens,The United Nations has removed President Buhari from office,The United Nations has given President Buhari a new job,1,International organizations,have pointed the way to President Buhari for not taking care of,the citizens
International organizations have given President Buhari a new mandate,The United Nations has removed President Buhari from office,The United Nations has given President Buhari a new job,0,International organizations,have given President Buhari,a new mandate
Tanitoluwa is the one who listens and reads when we plan the city,Tanitoluwa is an active person in town planning,Tanitoluwa is ignorant when it comes to city planning,0,Tanitoluwa,is the one who listens and reads when,we
God can't talk about how to organize a city,Tanitoluwa is an active person in town planning,Tanitoluwa is ignorant when it comes to city planning,1,God,ca n't talk about how to organize,a city
The head of the Honorable One and his friends was empty,His Highness and his friends did not know anything,His Highness and his friends know books very well,1,The head of the Honorable One and his friends,,the Honorable One
His Highness and his friends are too full,His Highness and his friends did not know anything,His Highness and his friends know books very well,0,His Highness and his friends,are,too full
All the people of the city have turned the Buhari president into a slap in the face,The people of the city have seen President Buhári very angry,The people of the city respect President Buhari,1,All the people of the city,have turned the Buhari president into,a slap in the face
All citizens love President Buhari,The people of the city have seen President Buhári very angry,The people of the city respect President Buhari,0,All citizens,love,President Buhari
The university has sent home the teacher who raped the student,The teacher has been suspended,They gave our teacher a promotion,1,The university,has sent home the teacher,who
The university has contributed to the salaries of our teachers,The teacher has been suspended,They gave our teacher a promotion,0,The university,has contributed to,the salaries of our teachers
Derinola's face is as long as a diamond,Derinola's face is very deep,Derinola's face was happy,1,Derinola 's face,is as long as,a diamond
Derinola's face is like that of a virgin,Derinola's face is very deep,Derinola's face was happy,0,Derinola 's face,is like,that of a virgin
On the day of Alao's birthday,There was a lot of thought on Adio's birthday,People rejected us,0,the day of Alao 's birthday,,Alao 's birthday
The day Alao was born was like a desert,There was a lot of thought on Adio's birthday,People rejected us,1,The day Alao was born,was like,a desert
"At the restaurant I went to, they put the pot, they opened the table, they put all the dishes together.",There was a lot of food at the restaurant I went to,The food I ate at the restaurant was not enough,0,the restaurant,"I went to ,",they
"When I went to the grocery store, I didn't see anything",There was a lot of food at the restaurant I went to,The food I ate at the restaurant was not enough,1,I,,I
Ladé has heard from the government,Ladé is in trouble with the government,Ladé and his family,1,Ladé,has heard from,the government
Ladé has been working with the government,Ladé is in trouble with the government,Ladé and his family,0,Ladé,has been working with,the government
Adigung has been dreaming since childhood,Adigun is stealing,Addigun has bought new shoes,1,Adigung,has been dreaming since,childhood
Adigung has been generous since childhood,Adigun is stealing,Addigun has bought new shoes,0,Adigung,has been generous since,childhood
"When the sun passed away, a messenger called me","When the sun was really shining, the captain called me",I went out when the sun went down,0,the sun,"passed away ,",a messenger
"When the children started fighting, the governor sent for me","When the sun was really shining, the captain called me",I went out when the sun went down,1,the children,"started fighting , the governor sent for",me
He was walking all over the street,He was walking around,He was sitting down,1,He,was walking all over,the street
He was writing a book of money,He was walking around,He was sitting down,0,He,was writing a book of,money
The road reached a plateau like Isola's road to Igegun,There is absolutely no way to accept it,There are many vehicles on the road,1,The road,reached a plateau like,Isola 's road to Igegun
I have bought a new house on Isola to Igegun road,There is absolutely no way to accept it,There are many vehicles on the road,0,I,have bought a new house on Isola to,Igegun road
Bolaji's knowledge is full of the art of weaving like the people of Oyo,Bolaji knows the art of sewing very well,Bolaji's knowledge is not enough about whipping,0,Bolaji 's knowledge,is full of,the art of weaving like the people of Oyo
Bolaji's knowledge is not yet full about the work of weaving,Bolaji knows the art of sewing very well,Bolaji's knowledge is not enough about whipping,1,Bolaji 's knowledge,is not yet full about,the work of weaving
The glass of water I drank yesterday was like a bottle of water,The soap was really hot,The water was boiling,0,The glass of water I drank yesterday,was like,a bottle of water
The water I drank yesterday was bitter like a weed,The soap was really hot,The water was boiling,1,The water I drank yesterday,was bitter like,a weed
Delaní knows the arrow taboo of the expert hunters,Délaní knows how to shoot arrows well,Delaní did not see the bird killed,0,Delaní,knows the arrow taboo of,the expert hunters
Delaní does not know whose arrow is better than the hunters,Délaní knows how to shoot arrows well,Delaní did not see the bird killed,1,Delaní,does not know whose arrow is better than,the hunters
I always reach the highest level in my education and in my work,I am successful in my studies and in my work,I will do some work in school tomorrow,0,I,always reach the highest level in my education and in,my work
The child did not reach the highest level in his education,I am successful in my studies and in my work,I will do some work in school tomorrow,1,The child,did not reach the highest level in,his education
The children that are born are empty,The children who are born are dead,I saved the child I gave birth to,1,The children that are born,,that
Children who give birth are not empty-handed,The children who are born are dead,I saved the child I gave birth to,0,Children who give birth,,who
The mother went out with difficulty and took her child who was about to fall into the cave,The mother ran out to pick up her child,A mother goes secretly to pick up her child,0,The mother,went out with difficulty and took her child who was about to fall into,the cave
Abebi's son died in the sinkhole,The mother ran out to pick up her child,A mother goes secretly to pick up her child,1,Abebi 's son,died in,the sinkhole
He gave birth to a son whom Elédunmarê did not know,The child is not mature enough,He raised six children together,1,He,gave birth to,a son whom Elédunmarê did not know
He gave birth to a son whom Elédunmarê did not know,The child is not mature enough,He raised six children together,0,He,gave birth to,a son whom Elédunmarê did not know
Look at how Jibikeke makes her hips for men like the river that they go around,Stay aware of how they rotate the hips for men,Jibiké's hips are very tight,0,Jibikeke,makes her hips for men like the river that,they
Jibikee is cruel to men,Stay aware of how they rotate the hips for men,Jibiké's hips are very tight,1,Jibikee,is cruel to,men
The food that Şadeh cooked was as cold as a dog's nose when I wanted to eat it,The fish cooked by Şadeh was very cold,The fire that Şadeh cooks is dusty,0,The food that Şadeh cooked,was as cold as a dog 's nose when,I
The food that Şadeh cooked was spoiled,The fish cooked by Şadeh was very cold,The fire that Şadeh cooks is dusty,1,The food that Şadeh cooked,,Şadeh
The 20-year-old was shocked by what the judge told him in court.,Bolabadin did not do what the judge told him in court,The judge jailed Bolabaith yesterday,1,The 20 - year - old,was shocked by what the judge told him in,court
Bolabadin made his life's sacrifice,Bolabadin did not do what the judge told him in court,The judge jailed Bolabaith yesterday,0,Bolabadin,made,his life 's sacrifice
"I didn't even eat, I was so hungry that I was walking before I left the house.","I'm still hungry, I'm not full yet",My heart is suddenly full,1,I,"did n't even eat ,",I
"Even I, who eat, get drunk","I'm still hungry, I'm not full yet",My heart is suddenly full,0,"Even I , who eat ,",,who
Accused accused of murder while explaining to judge,The defendant addressed the judge,The defendant has taken the judge to court,0,,,
The defendant made a statement to the judge,The defendant addressed the judge,The defendant has taken the judge to court,1,The defendant,made a statement to,the judge
Déotí's father is dying today at noon,Déotí's father is dead,Father Deoti went to have a meeting with the elders of the town,1,Déotí 's father,is dying today at,noon
Déoti's father has given up on his position,Déotí's father is dead,Father Deoti went to have a meeting with the elders of the town,0,Déoti 's father,has given up on,his position
I have made a fool of the earth,It's been a long time since I drank this kind of dirty wine,The wine I drank was not good,0,I,have made a fool of,the earth
It's a dirty bottle that I don't use anymore,It's been a long time since I drank this kind of dirty wine,The wine I drank was not good,1,It,'s a dirty bottle that,I
Bádégún held a group meeting yesterday to discuss the cost of living,"Bádégún had a good group meeting, there was a lot of eating and drinking",There were no elders at the group meeting held by Bádégún,0,Bádégún,held a group meeting yesterday to discuss,the cost of living
Badé Dún does not like elders to come to his group meetings,"Bádégún had a good group meeting, there was a lot of eating and drinking",There were no elders at the group meeting held by Bádégún,1,Badé Dún,does not like elders to come to,his group meetings
Those who came to our financial center yesterday were the ones who kissed the ground like chickens,They came to our financial center yesterday,They came to our house yesterday and did not find any food,1,Those who came to our financial center yesterday,were the ones who kissed the ground like,chickens
Those who came to our financial center yesterday were full of greed,They came to our financial center yesterday,They came to our house yesterday and did not find any food,0,Those who came to our financial center yesterday,were full of,greed
"If a person eats food, he does not leave anything to the person who sold the food to him.",If you don't pay for the food after eating,He brought a lot of money to the restaurant yesterday,1,a person,"eats food , he does not leave anything to",the person who sold the food to him
He happily shook hands after eating,If you don't pay for the food after eating,He brought a lot of money to the restaurant yesterday,0,He,happily shook,hands
The ingredients used to make the dust have become cursed in the market,Powdered ingredients are hard to find in the market,They brought dusty ingredients to the market,1,The ingredients used to make the dust,have become cursed in,the market
There are too many dusting ingredients in the market,Powdered ingredients are hard to find in the market,They brought dusty ingredients to the market,0,in the market,there are too many,dusting ingredients
Alonge has made noise into grain that he eats with effort soup,Alonghe knows how to lie,The wise man does not lie,0,Alonge,has made noise into grain that he eats with,effort soup
Alonge has confirmed the rumor in our hands,Alonghe knows how to lie,The wise man does not lie,1,Alonge,has confirmed the rumor in,our hands
The police have promised that the person who robs the government will be punished in the world and will receive a knife in heaven,The police have promised that they will kill whoever robs the government,The police have said that there is money for those who rob the government,0,The police,have promised that the person who robs the government will be punished in the world and will receive a knife in,heaven
The police have promised that the person who robs the government will receive tabua money,The police have promised that they will kill whoever robs the government,The police have said that there is money for those who rob the government,1,The police,have promised that,the person who robs the government
It was a feast for the bride and groom at the wedding we went to yesterday,Adimula ate a lot of food at the wedding we attended yesterday,"At the wedding we attended yesterday, there were only two beauties",1,It,was a feast for,the bride and groom at the wedding we went to yesterday
Adimulah ate some food at the wedding we attended yesterday,Adimula ate a lot of food at the wedding we attended yesterday,Adimula didn't eat much at the wedding we went to yesterday,0,Adimulah,ate some food at,the wedding we attended yesterday
Morenikeji has been walking around since morning,Morenikeji has been wandering since morning,Morenikeji cannot eat chicken,0,Morenikeji,has been walking around since,morning
Morenikeji does not know how to eat chickens,Morenikeji has been wandering since morning,Morenikeji cannot eat chicken,1,Morenikeji,does not know how to eat,chickens
This child who is lying atus goes from the ig ba to walking with bad friends,This child is going astray/This child is wandering,This child wants to sleep in the forest,1,This child who is lying atus,goes from the ig ba to walking with,bad friends
This child has found a way out since he was walking with new friends,This child is going astray/This child is wandering,This child wants to sleep in the forest,0,This child,has found a way out since he was walking with,new friends
The police have told the government to crack down on the matter.,The police have told the government to be patient,The government has taken action on the matter of the police,0,The police,have told the government to crack down on,the matter
The police have told the government to kill all the prisoners,The police have told the government to be patient,The government has taken action on the matter of the police,1,The police,have told the government to kill,all the prisoners
His friends know where he is hiding,They know where he is hiding,They know where he went to farm,0,His friends,know where,he
His friends know how he steals yams,They know where he is hiding,They know where he went to farm,1,His friends,know how,he
Derelé does not put words under our tongues,Don't tell us the truth,He didn't open his mouth,1,Derelé,does not put words under,our tongues
Don't tell the truth,Don't tell us the truth,He didn't open his mouth,0,,,
Ajikobi gave birth to the one who will never die again,Ajikobi is very happy/ Ajikobi is very happy,Ajikobi has entered the ship,0,Ajikobi,gave birth to,the one who will never die again
Ajikobi did not know how he died,Ajikobi is very happy/ Ajikobi is very happy,Ajikobi has entered the ship,1,Ajikobi,did not know how,he
They have put a curse on the matter that happened between a priest and a girl,They have revealed the secret of what happened between a priest and a girl,They did not say how the matter was,0,They,have put a curse on,the matter that happened between a priest and a girl
They lied about what happened between the priest and the girl,They have revealed the secret of what happened between a priest and a girl,They did not say how the matter was,1,They,lied about what happened between,the priest and the girl
Alonghe has already discussed the issue,Alonghe has said the matter as it is,Alone does not eat much,0,Alonghe,has already discussed,the issue
Alonghe never said the bottom line of the matter,Alonghe has said the matter as it is,Alone does not eat much,1,Alonghe,never said the bottom line of,the matter
"Let's blame him, let's be like the law of Èdunmâre","There will be a man, there will be a woman",You will not have children,0,'s,"blame him , let 's be like",the law of Èdunmâre
"You will not be angry, You will not be rude to Èdunmâre","There will be a man, there will be a woman",You will not have children,1,You,"will not be angry , You will not be rude to",Èdunmâre
The channel has been released,The channel is dead,The channel is alive,1,the channel,has been,released
The channel has bought a new car,The channel is dead,The channel is alive,0,The channel,has bought,a new car
The prince opened his mouth,The prince spoke without fear,The prince was afraid to speak,0,The prince,opened,his mouth
The prince was afraid to open the matter,The prince spoke without fear,The prince was afraid to speak,1,The prince,was,afraid to open the matter
CÓ has not come close to talking to him,He refused to listen and was offended,He listened to his father,1,CÓ,has not come close to talking to,him
He listened to the words and was saddened,He refused to listen and was offended,He listened to his father,0,He,listened to,the words
It's really amazing,It is punishment,It's fun,1,It,'s,really amazing
It is very important to come and eat,It is punishment,It's fun,0,It,is,very important
Or the smell of his body,Or is it a lot of punishment,Or is it a lot of fun,1,,,
Álibi has become king,Or is it a lot of punishment,Or is it a lot of fun,0,Álibi,has become,king
Adelani is shedding like a snake,Adelani was speaking with anger,Alibi was speaking slowly,1,Adelani,is shedding like,a snake
Adelani was patiently waiting,Adelani was speaking with anger,Alibi spoke slowly,0,Adelani,was,patiently
Goalkeepers are hot,The visitors were very angry,Homers eat food,1,Goalkeepers,are,hot
Olulawale eat boiled rice,The visitors were very angry,Homers eat food,0,Olulawale,eat,boiled rice
He memorized the words,He was stubborn about the matter,He was very careful about the matter,1,He,memorized,the words
He dismissed the matter,He was stubborn about the matter,He was very careful about the matter,0,He,dismissed,the matter
The teacher has reached the ground,The teacher of the one who has nothing,A teacher has become a person who has a lot,1,The teacher,has reached,the ground
The teacher has reached the top,The teacher of the one who has nothing,A teacher has become a person who has a lot,0,The teacher,has reached,the top
I have moved the kangari,I can't deal with it anymore,I can hug him,1,I,have moved,the kangari
I don't accept it,I can't deal with it anymore,I can hug him,0,I,do n't accept,it
Pamínkú you are a woman,A violent woman,A gentle woman,1,you,are,a woman
A woman is good,A violent woman,A gentle woman,0,A woman,is,good
Honor is made of eggs,Honor is enjoying,Honor is suffering,0,Honor,is made of,eggs
Honor is sweet,Honor is enjoying,Honor is suffering,1,Honor,is,sweet
The crown scares me,Adé is worried,The crown is listening to me,1,The crown,scares,me
The crown has listened to the matter,Adé is worried,The crown is listening to me,0,The crown,has listened to,the matter
Keep going,Have fun,You will always suffer,0,,,
Run away,Have fun,You will always suffer,1,,,
"If the son of Bé knows how to eat, he will eat it","A child who knows what to do, will be close to the elders",A son of Bé who knows how to behave like the elders,0,the son of Bé,"knows how to eat ,",he
The son of Dé does not know his hand,"A child who knows what to do, will be close to the elders",A son of Bé who knows how to behave like the elders,1,The son of Dé,,Dé
Rain works like an elephant,Ojo is working hard,The rain is lazy,0,Rain,works like,an elephant
Ojo works like a turtle,Ojo is working hard,The rain is lazy,1,Ojo,works like,a turtle
Giving instead of giving thanks,There is a job offer that will not be played there,A good job offerer,1,instead,of giving,thanks
Afuni over the river thought,There is a job offer that will not be played there,A good job offerer,0,Afuni over the river,,the river
He kept him busy until midnight,He sent him on a dangerous mission,He sent him on a safe mission,1,He,kept him busy until,midnight
He hired him until tomorrow,He sent him on a dangerous mission,He sent him on a safe mission,0,He,hired him until,tomorrow
He is getting stronger,He was shouting,He was silent,1,He,is getting,stronger
He became quieter,He was shouting,He was silent,0,He,became,quieter
Always reach out to your customers,Tâyé often cheats his customers,Tâyé is loyal to his customers,1,your customers,ut to your customer,Always
He used to lend to his customers,Tâyé often cheats his customers,Tâyé is loyal to his customers,0,He,used to lend to,his customers
He was very sorry,He hesitated,He struggled,1,He,was,very sorry
He flew around,He hesitated,He struggled,0,He,flew,around
You will kiss like a knife,You will suffer a lot,It will be a lot of fun,1,You,will kiss like,a knife
You will drink like a milk drinker,You will suffer a lot,It will be a lot of fun,0,You,will drink like,a milk drinker
Ajadi pressed the old clothes,Ajadí saw the anger of those who were above him,Ajadi saw the compassion of those who were above him,1,Ajadi,pressed,the old clothes
The elders have prayed for Ajadí,Ajadí saw the anger of those who were above him,Ajadi saw the compassion of those who were above him,0,The elders,have prayed for,Ajadí
Ajumobi is not just pitiful,A close person does not say to be sorry,A close person can make someone feel sorry,1,Ajumobi,is not,just pitiful
A foreigner can do it unfortunately,A close person does not say to be sorry,A close person can make someone feel sorry,0,A foreigner,can do it,unfortunately
It is the person who washes the oil,It is that person who can bring shame to someone,That person can bring honor to someone,1,It,is the person,who
"We do not lie, we are interested in the story",It is that person who can bring shame to someone,That person can bring honor to someone,0,We,"do not lie , we are interested in",the story
A barrister,Alácobá,Sponsor,1,,,
Goodness,Alácobá,Sponsor,0,,,
Ojo's face was covered with rain,Ojo came to his senses,Ojo does not seek self-control,1,Ojo 's face,was covered with,rain
Ojó refrains from dressing,Ojo came to his senses,Ojo does not seek self-control,0,Ojo,refrains from,dressing
Don't let the tall tree pierce my face,Don't let bad things happen,Good things will happen here,1,the tall tree,pierce,my face
A tall tree cannot pierce my face,Don't let bad things happen,Good things will happen here,0,A tall tree,can not pierce,my face
Awele eats spitting earth,Awele is living a world of corruption,Awele's world is balanced,1,Awele,eats spitting,earth
Awele is living on the left side of the world,Awele is living a world of corruption,Awele's world is balanced,0,Awele,is living on,the left side of the world
Intercessor,Laziness that does not work,A person who works hard,1,,,
Shepherd,Laziness that does not work,A person who works hard,0,,,
A god does not leave empty-handed,A person who does not give birth to more than one child is not different from a person who does not give birth at all,A person who has many children is different from a person who does not have many,1,A god,does not leave,empty
A god left you to use it?,A person who does not give birth to more than one child is not different from a person who does not give birth at all,A person who has many children is different from a person who does not have many,0,A god,left you to use,it
We don't breathe soft close,A person is not a bad thing for those around him,A person is not something that harms those around him,0,We,do n't breathe,soft close
Our house is going soft,A person is not a bad thing for those around him,A person is not something that harms those around him,1,Our house,is going,soft
A snake is involved in this matter,This word is not just like that,This is just the way it is,1,A snake,is involved in,this matter
Seeking God is the word,This word is not just like that,This word is just like that,0,God,is,the word
Ajanaku is Ajani,The King is powerful,Ajadi is lazy,0,Ajanaku,is,Ajani
Jegúdúgerá is Ajaní,The King is powerful,Ajadi is lazy,1,Jegúdúgerá,is,Ajaní
My father was shocked,My father was very angry,My father was very pleased,1,My father,was,shocked
My father has taken pity on me,My father was very angry,My father was very pleased,0,My father,has taken pity on,me
It was a long day yesterday,It's getting dark,The land is getting clean,0,It,was,a long day
The day is not the same as yesterday,It's getting dark,The land is getting clean,1,The day,is not the same as,yesterday
He was very impatient to drink water,He tried to calm down,He returned to confuse everything,0,He,was,very impatient to drink water
He returned to take trouble,He tried to calm down,He returned to confuse everything,1,He,returned to take,trouble
We will pour the yam to the bottom of the pot,We will tell you more about it later,We will say the word easily,0,We,will pour the yam to,the bottom of the pot
We will beat him,We will tell you more about it later,We will say the word easily,1,We,will beat,him
The entrant is exhausted,The entrant passed,Subscriber agrees,1The entrant,is,exhausted
The visitor is calm,The entrant passed,Subscriber agrees,0,The visitor,is,calm
Kábíyési licked Álibi's nose,Kabiyesi punished Álibi,Kabiyesi honored Álibi,1,Kábíyési,licked,Álibi 's nose
Goodbye Álibi sre,Kabiyesi punished Álibi,Kabiyesi honored Álibi,0,,,
Wedding in Adeola,The person who is doing this is Adéola,The people who are fighting are fighting a one-way war in Adéola,1,,,
Adeola is a flat plate,The person who is doing this is Adéola,The people who are fighting are fighting a one-way war in Adéola,0,Adeola,is,a flat plate
Aignla shaves Ajála's head,Ajnla chose Ajála,Ainila was honest with Ajála,1,Aignla,shaves,Ajála 's head
Ayinla created Ajala tomorrow,Ajnla chose Ajála,Ainila was honest with Ajála,0,Ayinla,created,Ajala
All of you go to three,All of you go and calm down,All of you go and raise your spirits,0,All of you,go to,three
All of you hurry up,All of you go and calm down,All of you go and raise your spirits,1,All of you,,you
The master created a series for his servant,The master punishes his servant,A master honors his servant,1,The master,created a series for,his servant
The boss gave the employee a lot of money and a promotion,The master punishes his servant,A master honors his servant,0,The boss,gave the employee a lot of,money
Táího has become two months,Táího is pregnant,It looks like she is not pregnant,0,Táího,has become,two months
He did not give birth to me,Táího is pregnant,"Look, she is not pregnant",1,He,did not give birth to,me
Adéyami kágidímí like a phoenix Ibo,He was very stubborn,Adeyemi did it slowly,1,,,
The bird is as calm as the morning water,He was very stubborn,Adeyemi did it slowly,0,The bird,is as calm as,the morning water
He immediately married her,He ran away,He stopped,1,He,immediately married,her
He is worthy,He ran away,He stopped,0,He,is,worthy
He has made his parents emotional,He has destroyed all his parents' property,He has added all his parents' property,1,He,has made,his parents
You have turned your parents into clothiers,He has destroyed all his parents' property,He has added all his parents' property,0,You,have turned your parents into,clothiers
Kheinde Faaké picked up on the matter,He was stubborn about the matter,Kehinde was careful about the matter,1,Kheinde Faaké,picked up on,the matter
Kheinde agreed with God on the matter,He was stubborn about the matter,Kehinde was careful about the matter,0,Kheinde,agreed with God on,the matter
