startphrase,ending1,ending2,labels,x,y,z
Its shape is curved like a circle,Its shape is curved,Its shape is not curved,1,Its shape,is curved like,a circle
It is as big as a ship,That's huge,It's not that big,0,It,is as big as,a ship
It is as big as a boat,That's huge,It's not that big,1,It,is as big as,a boat
Her tune is as lovely as the singer,Her tune is lovely,Her tune is not good,0,Her tune,is as lovely as,the singer
Her raga is as beautiful as a dancer,Her tune is lovely,Her tune is not good,1,Her raga,is as beautiful as,a dancer
This vehicle is as fast as a bullock cart,This vehicle is fast,This vehicle is not fast,0,This vehicle,is as fast as,a bullock cart
This vehicle is as fast as a jet,This vehicle is fast,This vehicle is not fast,1,This vehicle,is as fast as,a jet
He is as happy as a child,He is happy,He is not happy,0,He,is as happy as,a child
He is as happy as an adult,He is happy,He is not happy,1,He,is as happy as,an adult
He is as big as an elephant,He is big,He is not big,0,He,is as big as,an elephant
He is as big as an ant,He is big,He is not big,1,He,is as big as,an ant
She is revered as a goddess,She is venerable,She is not respectable,0,She,is revered as,a goddess
She is revered as a devil,She is venerable,She is not respectable,1,She,is revered as,a devil
The building is luxurious like a bungalow,That building is luxurious,That building is not luxurious,0,The building,is luxurious like,a bungalow
That building is as luxurious as a hut,That building is luxurious,That building is not luxurious,1,That building,is as luxurious as,a hut
This fruit is juicy like sugarcane,This fruit is juicy,This fruit is not juicy,0,This fruit,is juicy like,sugarcane
This fruit is juicy like seebe,This fruit is juicy,This fruit is not juicy,1,This fruit,is juicy like,seebe
He is rich like Ambani,He is rich,He is not rich,0,He,is rich like,Ambani
He is as rich as a beggar,He is rich,He is not rich,1,He,is as rich as,a beggar
That oil is as viscous as coconut oil,That oil is viscous,That oil is not viscous,0,That oil,is as viscous as,coconut oil
That oil is as viscous as alum,That oil is viscous,That oil is not viscous,1,That oil,is,as viscous as alum
Energy is as unlimited as the energy of the sun,Energy is unlimited,Energy is not unlimited,0,Energy,is as unlimited as,the energy of the sun
Energy is unlimited like electrical energy,Energy is unlimited,Energy is not unlimited,1,Energy,is unlimited like,electrical energy
He was as honest as a dog.,He had an honest character.,He has no honest character,0,He,was as honest as,a dog
He was as honest as a fox.,He had an honest character.,He has no honest character,1,He,was as honest as,a fox
She is as excellent as a topper,She is outstanding,She is not outstanding,0,She,is as excellent as,a topper
She excels as a normal student,She is outstanding,She is not outstanding,1,She,excels as,a normal student
He is as practical as Vijnani,He is a practical man,He is not a practical person,0,He,is as practical as,Vijnani
He is as much a practical man as a poet,He is a practical man,He is not a practical person,1,He,is as much a practical man as,a poet
That crystal is as precious as a gem,That crystal is precious,That crystal is not precious,0,That crystal,is as precious as,a gem
That crystal is precious like a stone,That crystal is precious,That crystal is not precious,1,That crystal,is precious like,a stone
It was as white as a white cloud,It was white,It is not white,0,It,was as white as,a white cloud
It was as white as a blackboard,It was white,It is not white,1,It,was as white as,a blackboard
She is as fresh as a flower,She is fresh,She is not fresh,0,She,is as fresh as,a flower
She is as fresh as a dry leaf,She is fresh,She is not fresh,1,She,is as fresh as,a dry leaf
He has an attractive body like a gym guy,He has an attractive body,He does not have an attractive body,0,He,has an attractive body like,a gym guy
He has an attractive body like a chubby one,He has an attractive body,He does not have an attractive body,1,He,has an attractive body like,a chubby one
She is beautiful like barbie,She is beautiful,She is not beautiful,0,She,is beautiful like,barbie
She is as beautiful as Mickey,She is beautiful,She is not beautiful,1,She,is as beautiful as,Mickey
That water is as clean as filtered water,That water is clean,That water is not clean,0,That water,is as clean as,filtered water
That water is as clean as pond water,That water is clean,That water is not clean,1,That water,is as clean as,pond water
He has a girlish mind like a child,He has a girlish mind,He is not girlish,0,He,has a girlish mind like,a child
He has the mind of a girl like an adult,He has a girlish mind,He is not girlish,1,He,has the mind of,a girl like an adult
He was as funny as a comedian,He was ridiculous,He is not ridiculous,0,He,was as funny as,a comedian
He was as ridiculous as the professor,He was ridiculous,He is not ridiculous,1,He,was as ridiculous as,the professor
That snack is as soft as a donut,That snack is soft,That snack is not soft,0,That snack,is as soft as,a donut
That snack is as smooth as a smoothie,That snack is bland,That snack is not soft,1,That snack,is as smooth as,a smoothie
That music is lovely to listen to,That music is lovely to listen to,That music is not pleasant to listen to,0,That music,is,lovely to listen to
That music is hoarse to listen to,That music is lovely to listen to,That music is not pleasant to listen to,1,That music,is,hoarse to listen to
He is small like a thin man,He is small,He is not small,0,He,is small like,a thin man
He is short like a fat man,He is short,He is not small,1,He,is short like,a fat man
This game is as adventurous as scuba,This game is an adventure game,This game is not an adventure game,0,This game,is as adventurous as,scuba
This game is as adventurous as swimming,This game is an adventure game,This game is not an adventure game,1,This game,is as adventurous as,swimming
She is simple like a housewife,She is simple,She is not simple,0,She,is simple like,a housewife
She is simple as a model,She is simple,She is not simple,1,She,is simple as,a model
That animal is as long as a snake,That animal is long,That animal is not tall,0,That animal,is as long as,a snake
That animal is as long as a lizard,That animal is long,That animal is not tall,1,That animal,is as long as,a lizard
It is as neutral as a cloud,It is neutral,It is not neutral,0,It,is as neutral as,a cloud
It is as neutral as a rock,It is neutral,It is not neutral,1,It,is as neutral as,a rock
The weather is cold like winter,The weather is also cold,The weather is not cold either,0,The weather,is cold like,winter
The weather is also cool like summer,The weather is also cold,The weather is not cold either,1,The weather,is also cool like,summer
The weather is also warm like summer,The weather is also warm,The weather is not warm either,0,The weather,is also warm like,summer
The weather is also warm like the rainy season.,The weather is also warm,The weather is not warm either,1,The weather,is also warm like,the rainy season
That boy is as tall as a giraffe.,That boy is tall,That boy is not tall,0,That boy,is as tall as,a giraffe
That boy is as tall as a deer,That boy is tall,That boy is not tall,1,That boy,is as tall as,a deer
The movie has a straightforward story like a love story,The movie has a straightforward story,The movie does not have a straightforward story,0,The movie,has a straightforward story like,a love story
The movie has a straightforward story like a suspense thriller,The movie has a straightforward story,The movie does not have a straightforward story,1,The movie,has a straightforward story like,a suspense thriller
His eyes are as blue as the sky,His eyes are blue,His eyes are not blue,0,His eyes,are as blue as,the sky
His eyes are blue like moon,His eyes are blue,His eyes are not blue,1,His eyes,are blue like,moon
A soldier's arm is as hard as iron,A soldier's arm is stiff,A soldier's arm is not strong,0,A soldier 's arm,is as hard as,iron
A soldier's arm is as hard as plastic,A soldier's arm is stiff,A soldier's arm is not strong,1,A soldier 's arm,is as hard as,plastic
This substance also has a sweet smell like a flower,This substance also has a pleasant smell,This material also does not have a pleasant smell,0,This substance,also has a sweet smell like,a flower
This substance also has a melodious smell like an animal,This substance also has a pleasant smell,This material also does not have a pleasant smell,1,This substance,also has a melodious smell like,an animal
The universe has innumerable stars,The universe has innumerable stars,The universe does not have countless stars,0,The universe,has,innumerable stars
The universe has innumerable planets,The universe has innumerable stars,The universe does not have countless stars,1,The universe,has,innumerable planets
He is as focused as a horse at work,He is concentrating on work,He is not concentrating on work,0,He,is as focused as,a horse at work
He is as focused as a buffalo at work,He is concentrating on work,He is not concentrating on work,1,He,is as focused as a buffalo at,work
Its color is milky white,Its color is white,Its color is not white,0,Its color,is,milky white
Its color is white like water,Its color is white,Its color is not white,1,Its color,is white like,water
They change color like chameleons,They change color,They do not change color,0,They,change color like,chameleons
They change color like a snake,They change color,They do not change color,1,They,change color like,a snake
That building is as beautiful as the Taj Mahal,That building is beautiful,That building is not beautiful,0,That building,is as beautiful as,the Taj Mahal
That building is as beautiful as a demolished palace,That building is beautiful,That building is not beautiful,1,That building,is as beautiful as,a demolished palace
That road is as straight as a highway,That road is straight,That road is not straight,0,That road,is as straight as,a highway
That road is as straight as a hill station,That road is straight,That road is not straight,1,That road,is as straight as,a hill station
The road has twists and turns like a hill station,That road has twists and turns,That road has no turns,0,The road,has twists and turns like,a hill station
That road has twists and turns like a highway,That road has twists and turns,That road has no turns,1,That road,has twists and turns like,a highway
Investing in stock market is risky,Investing is risky,Investment is not risky,0,stock market,is,risky
Investing in fixed deposits is risky,Investing is risky,Investment is not risky,1,fixed deposits,is,risky
The coffee was hot,The coffee was hot,The coffee was cold,0,The coffee,was,hot
The coffee was cold,The coffee was hot,The coffee was cold,1,The coffee,was,cold
The height of the stick was long,The height of the stick was long,The height of the stick was broken,0,The height of the stick,,the stick
The height of the stick was broken,The height of the stick was long,The height of the stick was broken,1,The height of the stick,,the stick
The village house is very big,The village house is very big,The village house is very small,0,The village house,is,very big
The village house is very small,The village house is very big,The village house is very small,1,The village house,is,very small
Cricket game is very easy,Cricket game is very easy,The game of cricket is very difficult,0,Cricket game,is,very easy
The game of cricket is very difficult,Cricket game is very easy,The game of cricket is very difficult,1,The game of cricket,,cricket
Playing chess requires a lot of intelligence,Playing chess requires a lot of intelligence,Playing chess requires less intelligence,0,chess,requires,a lot of intelligence
Playing chess requires less intelligence,Playing chess requires a lot of intelligence,Playing chess requires less intelligence,1,chess,requires,less intelligence
The colors of that painting were beautiful.,The colors of that painting were beautiful,The colors of that painting are not beautiful,0,The colors of that painting,,that painting
The colors of that painting were ugly.,The colors of that painting were beautiful,The colors of that painting are not beautiful,1,The colors of that painting,,that painting
The movie had a good message,The movie had a good message,There is no good message in the movie,0,The movie,had,a good message
There was a bad message in the movie,The movie had a good message,There is no good message in the movie,1,,,
The music of the song was raucous,The music of the song was melodious,The music of the song is not melodious,0,The music of the song,,the song
The melody of the song was hoarse,The music of the song was melodious,The music of the song is not melodious,1,The melody of the song,,the song
There were more games for children at the fair,There were more games in the fair,There were fewer games at the fair,0,children,at,the fair
There were few games for children at the fair,There were more games in the fair,There were fewer games at the fair,1,children,at,the fair
His speech attracted people like steel,His speech attracted people,His speech did not attract people,0,His speech,attracted people like,steel
His speech attracted people like plastic,His speech attracted people,His speech did not attract people,1,His speech,attracted people like,plastic
That animal has a sharp look,The animal looks sharp,The animal does not look sharp,0,That animal,has,a sharp look
The animal has a soft appearance,The animal looks sharp,The animal does not look sharp,1,The animal,has,a soft appearance
That problem is as easy as drinking water,That problem is easy,That problem is not easy,0,That problem,is as easy as,drinking water
That problem is as easy as climbing a hill,That problem is easy,That problem is not easy,1,That problem,is,as easy as climbing a hill
The concert was so good that I fell asleep,The concert was good,The concert is not good,0,The concert,was so good that,I
The concert was good enough to want to listen again,The concert was good,The concert is not good,1,The concert,was,good enough to want to listen again
This vehicle is fast like a rocket,This vehicle is very fast,This vehicle is not very fast,0,This vehicle,is fast like,a rocket
This vehicle is as fast as a bullock cart,This vehicle is very fast,This vehicle is not very fast,1,This vehicle,is as fast as,a bullock cart
His dance was so catchy that it made people dance,His dance was impressive,His dance is not attractive,0,His dance,was so catchy that it made,people
His dance was so charming as to make you sleepy,His dance was impressive,His dance is not attractive,1,His dance,was so charming as to make,you
The price of that thing is more than petrol,That stuff is expensive,The price of that thing is not expensive,0,The price of that thing,is more than,petrol
That stuff is as expensive as water,That stuff is expensive,The price of that thing is not expensive,1,That stuff,is as expensive as,water
His handwriting is as beautiful as computer writing,His handwriting is beautiful,His handwriting is not beautiful,0,His handwriting,is,as beautiful as computer writing
His handwriting is as beautiful as a doctor's prescription,His handwriting is beautiful,His handwriting is not beautiful,1,His handwriting,is as beautiful as,a doctor 's prescription
The flower smelled like perfume,The flower was fragrant,That flower does not smell,0,The flower,smelled like,perfume
The flower was very fragrant,The flower was fragrant,That flower does not smell,1,The flower,was,very fragrant
His mind is soft like cotton,His mind is soft,His mind is not soft,0,His mind,is soft like,cotton
His mind is as soft as stone,His mind is soft,His mind is not soft,1,His mind,is as soft as,stone
This disease spreads like covid,This disease is contagious,This disease is not contagious,0,This disease,spreads like,covid
This disease spreads like cancer,This disease is contagious,This disease is not contagious,1,This disease,spreads like,cancer
This vehicle moves as fast as a flight.,This vehicle moves fast,This vehicle does not move fast,0,This vehicle,moves as fast as,a flight
This vehicle moves as fast as a bullock cart.,This vehicle moves fast,This vehicle does not move fast,1,This vehicle,moves as fast as,a bullock cart
This jewel is as unique as the Kohinoor diamond,This jewel is unique,This ornament is not unique,0,This jewel,is as unique as,the Kohinoor diamond
This jewelery is unique as usual,This jewel is unique,This ornament is not unique,1,This jewelery,is,unique as usual
Investing is as volatile as the stock market,Investments are volatile,Investments are not volatile,0,Investing,is as volatile as,the stock market
Investments are volatile like fixed deposits,Investments are volatile,Investments are not volatile,1,Investments,are volatile like,fixed deposits
This person is famous as an actor,This person is famous,This person is not famous,0,This person,is famous as,an actor
This person is famous as a farmer,This person is famous,This person is not famous,1,This person,is famous as,a farmer
This land is fertile like agricultural land,This land is fertility,This land is not fertile,0,This land,is fertile like,agricultural land
This land is as fertile as a desert,This land is fertility,This land is not fertile,1,This land,is as fertile as,a desert
This road is narrow like a tunnel,This road is narrow,This road is not narrow,0,This road,is narrow like,a tunnel
This road is narrow like a highway,This road is narrow,This road is not narrow,1,This road,is narrow like,a highway
This pond is as wide as the sea,This pool is wide,This pool is not wide,0,This pond,is as wide as,the sea
This pool is as wide as a lake,This pool is wide,This pool is not wide,1,This pool,is as wide as,a lake
This program is scary like magic,This show is terrible,This program is not terrible,0,This program,is scary like,magic
This show is scary like a circus,This show is terrible,This program is not terrible,1,This show,is scary like,a circus
This recipe contains nutrients like millet pulp,This cooking contains nutrients,This recipe does not include nutrients,0,This recipe,contains nutrients like,millet pulp
This recipe contains nutrients like chapati,This cooking contains nutrients,This recipe does not include nutrients,1,This recipe,contains nutrients like,chapati
This vehicle can fly as high as a flight,This vehicle can fly high,This vehicle does not fly high,0,This vehicle,can fly as high as,a flight
This vehicle can fly as high as a helicopter,This vehicle can fly high,This vehicle does not fly high,1,This vehicle,can fly as high as,a helicopter
This person is as naughty as a child,This person is a goblin,This person is not an elf,0,This person,is as naughty as,a child
This person is as naughty as an old man,This person is a goblin,This person is not an elf,1,This person,is as naughty as,an old man
His skin is as soft as a baby's skin,His skin is soft,His skin is not soft,0,His skin,is as soft as,a baby 's skin
His skin is as soft as the skin of an old man,His skin is soft,His skin is not soft,1,His skin,is as soft as,the skin of an old man
This show is scary as a blast,This show is terrible,This program is not terrible,0,This show,is scary as,a blast
This show is as scary as a party,This show is terrible,This program is not terrible,1,This show,is as scary as,a party
This building is as ornate as a palace,This building is decorative,This building is not fancy,0,This building,is as ornate as,a palace
The building is decorated like a government office,This building is decorative,This building is not fancy,1,The building,is decorated like,a government office
This game is as big as the league,This game is huge,This game is not big,0,This game,is as big as,the league
This game is as big as the World Cup,This game is huge,This game is not big,1,This game,is as big as,the World Cup
This disease is as urgent as a cough,This disease is not urgent,This disease is urgent,0,This disease,is as urgent as,a cough
This disease is as urgent as a heart attack,This disease is not urgent,This disease is urgent,1,This disease,is as urgent as,a heart attack
This dance is as ancient as Bharatanatyam,This dance is ancient,This dance is not ancient,0,This dance,is as ancient as,Bharatanatyam
This dance is as old as disco,This dance is ancient,This dance is not ancient,1,This dance,is as old as,disco
This visit is a regular checkup,This visit is not definitive,This visit is crucial,0,This visit,is,a regular checkup
This visit is as critical as the surgery,This visit is not definitive,This visit is crucial,1,This visit,is as critical as,the surgery
This food is as organic as Ayurvedic,This food is organic,This food is not organic,0,This food,is as organic as,Ayurvedic
This food is as organic as Chinese food,This food is organic,This food is not organic,1,This food,is as organic as,Chinese food
This food is as chemical as a pill,This food is chemical,This food is chemical free,0,This food,is as chemical as,a pill
This diet is as chemical as Ayurveda,This food is chemical,This food is chemical free,1,This diet,is as chemical as,Ayurveda
These letters are as basic as the alphabet,These letters are basic,These letters are not basic,0,These letters,are as basic as,the alphabet
These letters are as basic as the essay,These letters are basic,These letters are not basic,1,These letters,are as basic as,the essay
This land is as dry as a desert,This ground is dry,This ground is not dry,0,This land,is as dry as,a desert
This land is as dry as agricultural land,This ground is dry,This ground is not dry,1,This land,is as dry as,agricultural land
His muscles are like those of a wrestler,His muscles are strong,His muscles are not strong,0,His muscles,are like,those of a wrestler
His muscles are like a patient,His muscles are strong,His muscles are not strong,1,His muscles,are like,a patient
He is as faithful as a dog,He is faithful,He is not faithful,0,He,is as faithful as,a dog
He is as loyal as a cat,He is faithful,He is not faithful,1,He,is as loyal as,a cat
It is as big as the Taj Mahal,It is famous like Taj Mahal,It is not as famous as the Taj Mahal,0,It,is as big as,the Taj Mahal
It is as big as Gol Gumbaz,It is famous like Taj Mahal,It is not as famous as the Taj Mahal,1,It,is as big as,Gol Gumbaz
This insect is microscopic like a mite,This insect is microscopic,This insect is not microscopic,0,This insect,is microscopic like,a mite
This insect is microscopic like a virus,This insect is microscopic,This insect is not microscopic,1,This insect,is microscopic like,a virus
This metal is as valuable as diamond,This metal is very valuable,This metal is cheap,0,This metal,is as valuable as,diamond
This metal is as valuable as silver,This metal is very valuable,This metal is cheap,1,This metal,is as valuable as,silver
He is as dangerous as a monk,He is dangerous,He is not dangerous,0,He,is as dangerous as,a monk
He is as dangerous as a robber,He is dangerous,He is not dangerous,1,He,is as dangerous as,a robber
He is as funny as the Joker,He is ridiculous,He is not ridiculous,0,He,is as funny as,the Joker
He is funny as a doctor,He is ridiculous,He is not ridiculous,1,He,is funny as,a doctor
This water is as salty as fresh water,This water is salty,This water is not salty,0,This water,is as salty as,fresh water
This water is salty like sea water,This water is salty,This water is not salty,1,This water,is salty like,sea water
This food tastes like diet,This food is delicious,This food is not tasty,0,This food,tastes like,diet
This food tastes like biryani,This food is delicious,This food is not tasty,1,This food,tastes like,biryani
It is acidic like water.,It is acidic,It is not acidic,0,It,is acidic like,water
It is acidic like Alco Hal.,It is acidic,It is not acidic,1,It,is acidic like,Alco Hal
He is as cruel as the devil,He is cruel,He is not cruel,0,He,is as cruel as,the devil
He is cruel like God,He is cruel,He is not cruel,1,He,is cruel like,God
He is merciful like God,He is merciful,He is not merciful,0,He,is merciful like,God
He is as merciful as the devil,He is merciful,He is not merciful,1,He,is as merciful as,the devil
He is as enthusiastic as children,He is enthusiastic,He is not enthusiastic,0,He,is as enthusiastic as,children
He is as enthusiastic as his grandfather,He is enthusiastic,He is not enthusiastic,1,He,is as enthusiastic as,his grandfather
He is strong like an athlete,He is powerful,He is not powerful,0,He,is strong like,an athlete
He is as strong as the patient,He is powerful,He is not powerful,1,He,is as strong as,the patient
He is as weak as a patient,He is weak,He is not weak,0,He,is as weak as,a patient
He is as weak as a wrestler,He is weak,He is not weak,1,He,is as weak as,a wrestler
The man is as creative as the director,That person is creative,That person is not creative,0,The man,is as creative as,the director
The man is as creative as the driver,That person is creative,That person is not creative,1,The man,is as creative as,the driver
This fruit is sweet like jackfruit.,This fruit is sweet,This fruit is not sweet,0,This fruit,is sweet like,jackfruit
This fruit is sweet like tapioca.,This fruit is sweet,This fruit is not sweet,1,This fruit,is sweet like,tapioca
That fruit has as much calcium as milk.,That fruit has calcium.,That fruit does not contain calcium,0,That fruit,has as much calcium as,milk
That fruit has as much calcium as water.,That fruit has calcium.,That fruit does not contain calcium,1,That fruit,has as much calcium as,water
That place has much water like an island,That place has more water,That place does not have much water,0,That place,has much water like,an island
That place has more water like a desert,That place has more water,That place does not have much water,1,That place,has more water like,a desert
This animal lives longer than a turtle,This animal lives longer,This animal does not live long,0,This animal,lives longer than,a turtle
This animal lives longer than a mosquito,This animal lives longer,This animal does not live long,1,This animal,lives longer than,a mosquito
This animal is as fast as a snake,This animal is fast,This animal is not fast,0,This animal,is as fast as,a snake
This animal is as fast as a buffalo,This animal is fast,This animal is not fast,1,This animal,is as fast as,a buffalo
Her face is round like the moon,Her face is round,Her face is not round,0,Her face,is round like,the moon
Her face is round like an amoeba,Her face is round,Her face is not round,1,Her face,is round like,an amoeba
This sambar is sweet like a stew,This sambar is sweet,This sambar is not sweet,0,This sambar,is sweet like,a stew
This sambar is sweet like chilli,This sambar is sweet,This sambar is not sweet,1,This sambar,is sweet like,chilli
This city is clean as a barangay,This city is clean,This city is not clean,0,This city,is clean as,a barangay
This city is clean like a slum,This city is clean,This city is not clean,1,This city,is clean like,a slum
Her eyes are blood red,Her eyes are red,Her eyes are not red,0,Her eyes,are,blood red
Her eyes are red like water,Her eyes are red,Her eyes are not red,1,Her eyes,are red like,water
This milk is as nutritious as mother's milk,This milk is highly nutritious,This milk is not very nutritious,0,This milk,is as nutritious as,mother 's milk
This milk is as nutritious as formula milk,This milk is highly nutritious,This milk is not very nutritious,1,This milk,is as nutritious as,formula milk
He is as imaginative as a director.,They have more imagination.,They don't have much imagination,0,He,is as imaginative as,a director
He has the imagination of an actor.,They have more imagination.,They don't have much imagination,1,He,has the imagination of,an actor
Water is very necessary for this body,Water is very necessary for this body,Water is not essential for this body,0,Water,is very necessary for,this body
Alcohol is very necessary for this body,Water is very necessary for this body,Water is not essential for this body,1,Alcohol,is very necessary for,this body
The Games have a history as long as the Olympics,The sports event has a long history,The sports event does not have much history,0,The Games,have a history as long as,the Olympics
The sports event has as much history as the World Cup,The sports event has a long history,The sports event does not have much history,1,The sports event,has as much history as,the World Cup
On this day the wind blew like a hurricane,It was very windy this day,Not much wind this day,0,this day,the wind blew like,a hurricane
On this day there was as much wind as an earthquake,It was very windy this day,Not much wind this day,1,this day,there was as much wind as,an earthquake
I sleep like a baby,i sleep,I am not sleeping,0,I,sleep like,a baby
I sleep like an adult,i sleep,I am not sleeping,1,I,sleep like,an adult
They experiment more like scientists,They experiment more,They don't experiment much,0,They,experiment more like,scientists
He experiments more like a historian,They experiment more,They don't experiment much,1,He,experiments more like,a historian
He was stressed as a newbie at work,He was stressed at work,He is not stressed at work,0,He,was stressed as a newbie at,work
He was stressed as a veteran at work,He was stressed at work,He is not stressed at work,1,He,was stressed as a veteran at,work
He is as important as the CEO to the company.,They are vital to the company.,They are not important to the company.,0,He,is as important as the CEO to,the company
He is as important to the company as a regular employee.,They are vital to the company.,They are not important to the company.,1,He,is as important to the company as,a regular employee
He is more poetic as a writer,They are more poetic,They are not very poetic,0,He,is more poetic as,a writer
He is more poetic as a reader,They are more poetic,They are not very poetic,1,He,is more poetic as,a reader
I am highly technical as an engineer.,I am highly technical.,I'm not very tech savvy,0,I,am highly technical as,an engineer
I am more technical than a poet.,I am highly technical.,I'm not very tech savvy,1,I,am more technical than,a poet
My father has a sense of humor like a comedian,My father has a sense of humor,My father has no sense of humor,0,My father,has a sense of humor like,a comedian
My father has a sense of humor like a wrestler,My father has a sense of humor,My father has no sense of humor,1,My father,has a sense of humor like,a wrestler
It is a mystery like a detective story.,It is a mystery.,It's not a mystery,0,It,is a mystery like,a detective story
It is as mysterious as a poem.,It is a mystery.,It's not a mystery,1,It,is as mysterious as,a poem
That subject is as difficult as getting a Ph.D,That thing is difficult,That thing is not difficult,0,That subject,is,as difficult as getting a Ph . D
That subject is as difficult as getting a degree,That thing is difficult,That thing is not difficult,1,That subject,is,as difficult as getting a degree
That event is as common as rain,That incident is common,That incident is not uncommon,0,That event,is as common as,rain
That event is as common as an earthquake,That incident is common,That incident is not uncommon,1,That event,is as common as,an earthquake
That thing is as common as having a car,That thing is normal,That thing is not normal,0,That thing,is,as common as having a car
That thing is as common as a flight,That thing is normal,That thing is not normal,1,That thing,is as common as,a flight
He is highly respected as a judge in the society,They are highly respected in the society,They are not highly respected in the society,0,He,is highly respected as,a judge in the society
He is highly respected as a criminal in the society,They are highly respected in the society,They are not highly respected in the society,1,He,is highly respected as,a criminal in the society
They lead a glorious life like kings,They lead a glorious life,He is not living a life of luxury,0,They,lead a glorious life like,kings
They lead a glorious life as farmers,They lead a glorious life,He is not living a life of luxury,1,They,lead a glorious life as,farmers
A cat is a pet like a dog,A cat is a domestic animal,A cat is not a pet,0,A cat,is a pet like,a dog
A cat is domesticated like a tiger,A cat is a domestic animal,A cat is not a pet,1,A cat,is domesticated like,a tiger
Our town is sparsely populated like a forest,Our town is sparsely populated,Our town is not sparsely populated,0,Our town,is sparsely populated like,a forest
Our town is sparsely populated like a city,Our town is sparsely populated,Our town is not sparsely populated,1,Our town,is sparsely populated like,a city
Its root is as hard as a tree root,Its root is hard,Its root is not strong,0,Its root,is as hard as,a tree root
Its root is as hard as the root of a plant,Its root is hard,Its root is not strong,1,Its root,is as hard as,the root of a plant
The climate there is as dry as a desert,There the atmosphere is shaky,There the atmosphere does not have a sheke,0,The climate,there is as dry as,a desert
There the atmosphere is like a mountain,There the atmosphere is shaky,There the atmosphere does not have a sheke,1,the atmosphere,is like,a mountain
The size of that bird is as small as a sparrow,The size of that bird is small,The size of that bird is not less,0,The size of that bird,is as small as,a sparrow
The size of that bird is less than an eagle,The size of that bird is small,The size of that bird is not less,1,The size of that bird,is less than,an eagle
The price of that material is as cheap as copper,The price of that item is cheap,That stuff is expensive,0,The price of that material,is as cheap as,copper
The price of that thing is as cheap as gold,That stuff is cheap,That stuff is expensive,1,The price of that thing,is as cheap as,gold
Her eyes were shining like stars,Her cheeks were shining,Her cheeks were not glowing,0,Her eyes,were shining like,stars
Her cheeks shone like stone,Her cheeks were shining,Her cheeks were not glowing,1,Her cheeks,shone like,stone
That stuff is rusted like iron,That stuff is rusty,That stuff is not rusted,0,That stuff,is rusted like,iron
That stuff rusts like gold,That stuff is rusty,That stuff is not rusted,1,,,
He was as legal as a policeman,He was legalistic,He is not legal,0,He,was as legal as,a policeman
He was as lawless as thieves,He was legalistic,He is not legal,1,He,was as lawless as,thieves
There are more people than in the stadium,There are more people,There are not many people there,0,,,
There are as many people as a cinema hall,There are more people,There are not many people there,1,,,
The object is round like a football.,The object is round,That object is not round,0,The object,is round like,a football
The object is round like a cricket bat.,The object is round,That object is not round,1,The object,is round like,a cricket bat
He swims gracefully like a dolphin,He swims gracefully,He does not swim gracefully,0,He,swims gracefully like,a dolphin
He swims gracefully like a crocodile,He swims gracefully,He does not swim gracefully,1,He,swims gracefully like,a crocodile
That animal is more mischievous than a monkey,That animal is more mischievous,That animal doesn't do much mischief,0,That animal,is more mischievous than,a monkey
That animal is more mischievous than a lion,That animal is more mischievous,That animal doesn't do much mischief,1,That animal,is more mischievous than,a lion
This item is worth more than a dollar,This item has high value,This item is not worth much,0,This item,is worth more than,a dollar
This item is worth more than Rs,This item has high value,This item is not worth much,1,This item,is worth more than,Rs
His smile is as innocent as a child's.,His smile is flawless.,His smile is not flawless,0,His smile,is as innocent as,a child 's
His smile is as innocent as an adult's.,His smile is flawless.,His smile is not flawless,1,His smile,is as innocent as,an adult 's
That event is as common as rain,That incident is common,That incident is not uncommon,0,That event,is as common as,rain
That event is as common as an earthquake,That incident is common,That incident is not uncommon,1,That event,is as common as,an earthquake
The game is played for a long time like Test cricket,This game goes on for a long time,This game will not last long,0,The game,is played for,a long time like Test cricket
This game lasts for a long time like cricket,This game goes on for a long time,This game will not last long,1,This game,lasts for,a long time like cricket
Their lives are as difficult as those of daily wage labourers,Their lives are difficult,His life is not difficult,0,Their lives,are as difficult as,those of daily wage labourers
Their lives are difficult as businessmen,Their lives are difficult,His life is not difficult,1,Their lives,are difficult as,businessmen
God is everywhere like the wind,God is everywhere,God is not everywhere,0,God,is everywhere like,the wind
God is everywhere like gold,God is everywhere,God is not everywhere,1,God,is everywhere like,gold
That natural phenomenon is as dangerous as a tsunami,That natural process is dangerous,That natural process is not dangerous,0,That natural phenomenon,is as dangerous as,a tsunami
That natural phenomenon is as dangerous as GD rain,That natural process is dangerous,That natural process is not dangerous,1,That natural phenomenon,is as dangerous as,GD rain
It is as rare as a comet,That is rare,That is not rare,0,It,is as rare as,a comet
It is as rare as a star,That is rare,That is not rare,1,It,is as rare as,a star
That thing is as good as planting,That thing is good,That thing is not good,0,That thing,is as good as,planting
That stuff is as good as fireworks,That thing is good,That thing is not good,1,That stuff,is as good as,fireworks
The place is dense like a forest,That place is dense,The place is not crowded,0,The place,is dense like,a forest
The place is dense like a garden,That place is dense,The place is not crowded,1,The place,is dense like,a garden
It is as good as drinking water for health,It is good for health,It is not good for health,0,It,is as good as,drinking water for health
It is as good as smoking for health,It is good for health,It is not good for health,1,It,is as good as smoking for,health
It contains more knowledge than a book,It contains more knowledge,It does not involve much knowledge,0,It,contains more knowledge than,a book
